x,y,z,cut,au,ug1,ug2,Ica_1,Ica_2
193,528.6,39,0.12,0,4,10,0.1770812683,-0.1977996385
335.1,38,97,0.13,0.028,4,10,0.1920950274,-0.2087547417
250.7,593.4,36,0.13,0.027,4,10,0.1920858493,-0.2089521774
275.8,517.2,86.1,0.19,0,4,10,0.2803786748,-0.3131827609
256.1,529.1,61.8,0.19,0.039,4,10,0.2807366206,-0.3054827681
335.1,38,109,0.19,0.013,4,10,0.28049799,-0.3106160966
250.7,593.4,24,0.19,0.026,4,10,0.2806173053,-0.3080494324
394.9,218.3,133.2,0.21,0.022,4,10,0.3100941376,-0.3418057816
250.7,593.4,48,0.22,0.026,4,10,0.3248876224,-0.357499342
335.1,38,85,0.22,0.149,4,10,0.3260165284,-0.3332147492
275.8,517.2,98.1,0.24,0,4,10,0.3541625366,-0.3955992769
370.8,473.3,120.1,0.24,0.047,4,10,0.3545939071,-0.3863197984
273.6,495,108,0.24,0,4,10,0.3541625366,-0.3955992769
144,584.4,52.2,0.24,0.019,4,10,0.3543369204,-0.3918479984
204.9,527.6,11.2,0.25,0.061,4,10,0.3694791729,-0.4000390016
375.6,352.2,72.2,0.25,0.015,4,10,0.3690569804,-0.4091210444
257,503.4,34,0.26,0.028,4,10,0.383933068,-0.4230376834
362.5,61.2,89.3,0.26,0.033,4,10,0.3839789585,-0.4220505048
250.7,593.4,12,0.26,0.027,4,10,0.3839238899,-0.4232351191
218.3,592.5,24.1,0.27,0.375,4,10,0.4018746401,-0.371010794
335.1,38,121,0.27,0.271,4,10,0.400920118,-0.3915441082
213.4,527.8,19.6,0.28,0.085,4,10,0.4139697643,-0.4447504541
250.9,470.3,74.3,0.28,0,4,10,0.413189626,-0.4615324898
360.5,535,125.5,0.28,0.035,4,10,0.4135108594,-0.4546222398
375.6,352.2,132.2,0.28,0.089,4,10,0.4140064766,-0.4439607113
193,528.6,72,0.28,0.142,4,10,0.4144929158,-0.4334966184
135.9,585.2,74.8,0.29,0.04,4,10,0.4283135222,-0.4701183644
139.9,584.8,63.5,0.29,0.101,4,10,0.4288733862,-0.4580747859
375.6,352.2,60.2,0.29,0.027,4,10,0.428194207,-0.4726850287
250.2,533,108,0.29,0.003,4,10,0.4279739326,-0.4774234858
250.7,593.4,60,0.29,0.012,4,10,0.4280565355,-0.4756465644
247.6,528.9,53.3,0.3,0.196,4,10,0.4445020778,-0.4558016963
375.6,352.2,120.2,0.3,0.145,4,10,0.4440339948,-0.4658709177
307.1,443.5,114,0.3,0,4,10,0.4427031707,-0.4944990962
257,503.4,22,0.31,0,4,10,0.4574599431,-0.5109823994
312.5,502,34.6,0.31,0.027,4,10,0.4577077517,-0.5056516351
139.8,593.4,54.8,0.31,0.038,4,10,0.4578087108,-0.5034798423
283.7,550.7,132,0.31,0,4,10,0.4574599431,-0.5109823994
309.3,500.8,131,0.31,0.023,4,10,0.4576710393,-0.506441378
317.8,505.6,44.7,0.31,0.081,4,10,0.4582033689,-0.4949901066
315.9,530.9,120.8,0.31,0.085,4,10,0.4582400813,-0.4942003637
250.2,533,120,0.32,0.026,4,10,0.4724553459,-0.522332374
103.2,20.4,24.6,0.32,0.026,4,10,0.4724553459,-0.522332374
273.2,529.7,78.6,0.33,0.071,4,10,0.4876251327,-0.5299310701
157.1,38.7,84.2,0.33,0.329,4,10,0.4899930818,-0.4789926561
131.8,585.6,86.1,0.33,0.15,4,10,0.4883502024,-0.5143336488
370.8,473.3,132.1,0.33,0.134,4,10,0.4882033528,-0.5174926202
302,470.8,125.1,0.33,0,4,10,0.4869734878,-0.5439490058
257.8,510.7,108,0.34,0,4,10,0.5017302601,-0.560432309
257,503.4,46,0.34,0.041,4,10,0.5021065621,-0.5523374447
377,352.9,123.7,0.34,0.04,4,10,0.502097384,-0.5525348805
275.8,517.2,122.1,0.34,0,4,10,0.5017302601,-0.560432309
344.5,524,95.2,0.34,0.074,4,10,0.5024094393,-0.5458220662
193,528.6,48,0.34,3.301,4,10,0.5320271595,0.0913029812
157.1,14.2,108.9,0.35,0.125,4,10,0.5176342946,-0.552236148
275.8,517.2,110.1,0.35,0,4,10,0.5164870325,-0.5769156122
273.1,472.9,6,0.35,0.069,4,10,0.5171203212,-0.563292548
333.8,516.6,75,0.35,0.083,4,10,0.5172488146,-0.560528448
307.3,530.7,112.3,0.35,0.155,4,10,0.5179096376,-0.5463130766
242.4,470.2,65.9,0.35,0.063,4,10,0.5170652526,-0.5644771622
159.3,35.9,72,0.35,0.16,4,10,0.5179555281,-0.545325898
257,503.4,70,0.35,0.03,4,10,0.5167623754,-0.5709925408
193,528.6,60,0.36,0.241,4,10,0.5334557263,-0.5458169085
335.1,38,73,0.36,0.493,4,10,0.5357686068,-0.4960631087
257,503.4,58,0.36,0.223,4,10,0.5332905205,-0.5493707513
335.1,38,133,0.36,0.17,4,10,0.5328040814,-0.5598348441
244.1,472.7,84.8,0.36,0.051,4,10,0.5317118878,-0.583329694
259.5,470.3,82.8,0.37,0.106,4,10,0.5469734555,-0.588954033
260.7,472.5,39.8,0.37,0.276,4,10,0.5485337321,-0.5553899617
310.3,473.1,24,0.37,0.752,4,10,0.5529025064,-0.4614105621
250.2,533,88,0.37,0.029,4,10,0.546266742,-0.6041565829
307.1,443.5,126,0.38,0.026,4,10,0.5609959801,-0.6212321933
195.6,532.7,77.6,0.38,0.541,4,10,0.5657227002,-0.5195528008
219.4,517.9,72,0.38,0.476,4,10,0.5651261239,-0.5323861222
310.3,473.1,120,0.38,0.103,4,10,0.5617026936,-0.6060296433
310.3,473.1,132,0.38,0.057,4,10,0.5612805011,-0.6151116861
221,532.8,103.1,0.38,0.92,4,10,0.5692011991,-0.4447246654
365.7,354,64.8,0.38,0.099,4,10,0.5616659812,-0.6068193862
126.2,2.4,63.1,0.39,0.071,4,10,0.5761657668,-0.6288308894
394.9,218.3,102.7,0.39,4.783,4,10,0.6194129616,0.3014861925
298.8,530.4,103.9,0.39,0,4,10,0.5755141219,-0.642848825
239.9,472.8,96.1,0.4,0.011,4,10,0.5903718533,-0.6571603354
323.2,509.3,54.8,0.4,0.15,4,10,0.5916476089,-0.6297167712
222,528.1,28,0.4,0.244,4,10,0.59251035,-0.6111578141
324.4,531.2,129.2,0.4,0.021,4,10,0.5904636343,-0.6551859782
301.8,494.6,14.4,0.4,0.401,4,10,0.5939513113,-0.5801604071
310.8,413.6,36,0.4,0.254,4,10,0.592602131,-0.609183457
250.2,533,96,0.4,0,4,10,0.5902708943,-0.6593321282
190.6,593,24,0.4,0.312,4,10,0.5931344606,-0.5977321856
394.9,218.3,109.2,0.4,3.432,4,10,0.6217701244,0.0182672404
290.3,530.2,95.5,0.41,2.205,4,10,0.6252653713,-0.2404696832
349.8,527.6,105.3,0.41,0.056,4,10,0.6055416401,-0.6647590315
222.6,592,12.9,0.41,0.427,4,10,0.6089467142,-0.5915103818
127.7,586,97.3,0.41,0.075,4,10,0.6057160239,-0.6610077529
259.2,443.3,53.5,0.42,0.547,4,10,0.6248048582,-0.5843013994
339.2,520.3,85.1,0.42,0.113,4,10,0.620821564,-0.669988499
281.7,529.9,87,0.42,0.091,4,10,0.6206196458,-0.6743320847
307.2,498.3,24.5,0.42,0.846,4,10,0.6275491093,-0.525268121
355.2,531.3,115.4,0.42,0.255,4,10,0.6221248538,-0.6419526277
310.3,473.1,48,0.42,0.271,4,10,0.6222717034,-0.6387936563
310.3,473.1,84,0.42,0.149,4,10,0.6211519755,-0.6628808133
310.8,413.6,108,0.42,0.04,4,10,0.6201515629,-0.6844013061
257,503.4,10,0.42,0.012,4,10,0.6198945761,-0.6899295061
189.9,29.5,121.4,0.42,0.474,4,10,0.6241348571,-0.5987142064
235.8,472.9,107.4,0.42,0,4,10,0.619784439,-0.6922987346
368.2,403.3,22.5,0.43,1.291,4,10,0.646390135,-0.4538925317
109.2,19.6,14.2,0.43,0.241,4,10,0.6367531328,-0.6612000309
310.8,413.6,120,0.43,0.033,4,10,0.6348440885,-0.7022666593
130,23,72,0.43,0.037,4,10,0.6348808009,-0.7014769164
359.7,403.9,14,0.44,1.715,4,10,0.6650384207,-0.3866630924
157.5,35.4,90.9,0.44,0.078,4,10,0.6500138753,-0.7098653554
233.9,470.1,57.4,0.44,0.07,4,10,0.6499404505,-0.7114448411
264.8,472.6,28.5,0.44,0.085,4,10,0.650078122,-0.7084833054
219.4,517.9,84,0.44,0.177,4,10,0.6509225069,-0.6903192198
379.2,352.8,135.5,0.44,0.801,4,10,0.6566496397,-0.5671193346
273.6,495,120,0.45,0.001,4,10,0.6640639341,-0.7415512085
310.3,473.1,72,0.45,0.822,4,10,0.6715991521,-0.5794564878
157.1,14.2,96.9,0.46,0.714,4,10,0.6853646899,-0.617262848
130.5,2.4,51.9,0.47,0.26,4,10,0.6959546061,-0.7233819652
368,353.7,76.6,0.47,1.331,4,10,0.7057843484,-0.511928316
375.6,352.2,108.2,0.47,0.246,4,10,0.6958261127,-0.7261460651
190.6,593,96,0.47,0,4,10,0.6935683008,-0.7747152507
335.1,38,61,0.47,0.143,4,10,0.6948807687,-0.7464819436
364,294.3,72.5,0.47,2.286,4,10,0.7145494313,-0.3233772097
257,503.4,82,0.47,0.041,4,10,0.6939446027,-0.7666203864
204.1,532.7,86.1,0.48,0.777,4,10,0.7154564548,-0.6377910045
365.1,294.1,84.4,0.48,3.161,4,10,0.7373370389,-0.1671042636
70.8,56.6,16.2,0.48,0.14,4,10,0.7096100067,-0.763557554
310.8,413.6,72,0.48,0,4,10,0.7083250731,-0.7911985539
239,528.6,44.9,0.49,0.428,4,10,0.7270100711,-0.7231793717
220.5,488,106.8,0.49,0.031,4,10,0.7233663665,-0.80156135
310.5,470.9,133.6,0.49,0.22,4,10,0.7251010269,-0.7642460001
370.4,172.9,132.3,0.49,2.083,4,10,0.7421998223,-0.3964232659
310.3,473.1,60,0.49,0.369,4,10,0.7264685634,-0.7348280788
230.5,528.4,36.5,0.5,0.202,4,20,0.7396925935,-0.7842831462
257,503.4,94,0.5,0.028,4,20,0.7380956046,-0.8186369603
370.4,172.9,108.3,0.5,2.128,4,20,0.757369609,-0.404021962
370.3,353.5,88.3,0.5,0.128,4,20,0.7390134143,-0.798893389
307.1,443.5,102,0.5,0.149,4,20,0.7392061543,-0.794747239
307.1,443.5,57,0.51,0.129,4,20,0.7537793647,-0.8151792564
394.9,218.3,121.2,0.51,1.336,4,20,0.7648573283,-0.5768743503
264.7,529.4,70.2,0.52,0.133,4,20,0.7685728495,-0.8308728168
276.5,470.5,99.7,0.52,0.021,4,20,0.7675449026,-0.8529856167
374.8,353.1,111.9,0.53,0.169,4,20,0.7836600334,-0.8402484343
340.4,368,132,0.53,0.112,4,20,0.7831368818,-0.85150227
310.3,473.1,96,0.53,0.139,4,20,0.7833846904,-0.8461715057
232.5,95.9,56.3,0.54,0.197,4,20,0.7986737924,-0.8512035375
285,470.6,108.2,0.54,0.04,4,20,0.7972328311,-0.8822009446
130,23,96,0.54,0.475,4,20,0.8012253035,-0.7963164092
130,23,108,0.54,2.858,4,20,0.8230967095,-0.325827104
134.9,2.5,40.7,0.54,0.111,4,20,0.7978844761,-0.8681830089
273,428,51.8,0.54,0.974,4,20,0.8058051741,-0.6977959882
367.3,293.9,108.3,0.55,9.869,4,20,0.9022011225,1.04191138
252.4,472.5,62.3,0.55,0.294,4,20,0.8143208402,-0.8485355765
259.2,443.3,17.5,0.55,0.381,4,20,0.8151193347,-0.8313586695
192.4,595.4,91.2,0.55,0.015,4,20,0.8117601511,-0.9036201406
328.5,513,64.9,0.55,0.643,4,20,0.8175239962,-0.7796305125
293.5,470.7,116.7,0.55,0.033,4,20,0.8119253568,-0.9000662978
259.2,443.3,65.5,0.56,0.155,4,20,0.8278018571,-0.8924624439
248.2,472.6,73.6,0.56,0.038,4,20,0.8267280197,-0.9155624224
363,294.4,60.5,0.56,3.619,4,20,0.8595947863,-0.2085451324
375.6,352.2,84.2,0.56,0.676,4,20,0.8325836458,-0.7895984372
220.5,488,83.3,0.56,1.761,4,20,0.8425418814,-0.5753806881
368.3,293.7,120.3,0.56,2.325,4,20,0.8477183283,-0.4640269457
237.9,532.9,120.1,0.57,0.028,4,20,0.841393011,-0.9340200827
338,68.4,96.7,0.57,1.047,4,20,0.8507454923,-0.7328330907
159.3,35.9,24,0.57,0.028,4,20,0.841393011,-0.9340200827
310.8,413.6,24,0.57,0.072,4,20,0.8417968473,-0.9253329114
268.9,472.8,17.3,0.57,0.321,4,20,0.8440821936,-0.8761714187
121.9,2.3,74.2,0.57,0.737,4,20,0.8479002821,-0.7940381619
338,68.4,120.7,0.59,1.201,4,20,0.881672464,-0.7353945972
159.3,38,24,0.59,0.371,4,20,0.8740546432,-0.8992662394
310.8,413.6,12,0.59,2.41,4,20,0.8927687837,-0.4966948197
361.9,294.5,48.6,0.6,2.034,4,20,0.9040745914,-0.5874139511
219.4,517.9,96,0.6,4.156,4,20,0.9235505141,-0.1684553671
259.2,443.3,29.5,0.6,0.261,4,20,0.8878018248,-0.9374674711
190.6,593,108,0.6,0.526,4,20,0.8902340206,-0.885147007
259.2,443.3,101.5,0.61,0.069,4,20,0.9007964025,-0.9918584313
220.8,98.1,72.2,0.62,0.389,4,20,0.918490166,-0.9451623062
365.3,113.4,119.8,0.62,0.07,4,20,0.9155623529,-1.0081442988
190.6,593,12,0.62,1.006,4,20,0.9241530521,-0.823344471
275.8,517.2,74.1,0.62,0.128,4,20,0.9160946826,-0.9966930274
259.2,443.3,89.5,0.63,0.125,4,20,0.9308239206,-1.0137686378
385.2,402.1,39.3,0.63,1.183,4,20,0.9405343476,-0.8048816529
310.3,473.1,12,0.63,3.863,4,20,0.9651316486,-0.2757539408
257,503.4,106,0.63,0.048,4,20,0.9301172071,-1.0289711877
256.5,472.4,51.1,0.64,2.954,4,20,0.9715455304,-0.4717063075
196.8,595,80.1,0.64,0.352,4,20,0.9476641211,-0.985434034
259.2,443.3,41.5,0.65,1.247,4,20,0.9706352906,-0.8252123737
310.3,473.1,108,0.65,0.895,4,20,0.9674046003,-0.8947097448
310.8,413.6,60,0.65,0.179,4,20,0.9608330826,-1.0360737157
363.5,354.2,53,0.66,1.115,4,20,0.9841805541,-0.867757191
366.2,294,96.4,0.66,7.561,4,20,1.0433425697,0.404913418
226.7,101.9,65,0.66,0.748,4,20,0.9808121924,-0.9402160979
97.1,21.2,34.9,0.66,2.483,4,20,0.9967361913,-0.597665135
376.7,402.7,30.9,0.66,2.904,4,20,1.0006001703,-0.5145446996
159.8,583,6.9,0.67,2.557,4,20,1.0121721429,-0.5995381954
220.5,488,94.8,0.67,1.934,4,20,1.0064541882,-0.7225406449
159.3,35.9,84,0.67,1.133,4,20,0.9991025322,-0.8806866514
100.3,8.3,72.4,0.67,0.03,4,20,0.9889790908,-1.0984582434
338,68.4,132.7,0.68,2.894,4,20,1.030021934,-0.5494856632
100.3,8.3,60.4,0.68,0.235,4,20,1.0056173731,-1.0744672253
307.1,443.5,90,0.68,0.109,4,20,1.0044609329,-1.0993441252
393.8,401.5,47.7,0.69,2.607,4,20,1.0421445924,-0.6226330162
250.6,562.7,120,0.69,0.402,4,20,1.0219068877,-1.0579787644
307.1,443.5,66,0.69,0.708,4,20,1.0247153855,-0.997563436
273,428,39.8,0.7,1.342,4,20,1.0452910716,-0.8888724969
346.8,60.7,73.1,0.7,0.893,4,20,1.0411701059,-0.9775211323
220.5,488,118.8,0.7,0.265,4,20,1.0354062608,-1.1015107603
159.3,38,84,0.7,1.017,4,20,1.04230819,-0.9530391038
250.4,473,95.7,0.7,0.087,4,20,1.0337725594,-1.1366543173
212.5,532.8,94.6,0.71,6.059,4,20,1.1033409293,0.0259484604
143.8,2.5,18.4,0.71,0.273,4,20,1.0502364579,-1.1164145778
275.8,517.2,67.1,0.71,0.247,4,20,1.0499978274,-1.1215479064
375.6,352.2,96.2,0.72,2.81,4,20,1.0882780633,-0.6320034759
229.5,532.9,111.6,0.73,1.379,4,20,1.0899009783,-0.9310172851
250.4,473,119.7,0.73,0,4,20,1.077244382,-1.203281134
221,107.9,73.6,0.74,1.512,4,20,1.1058784376,-0.9212416384
268,470.4,91.3,0.74,0.616,4,20,1.0976548624,-1.0981440377
220.5,518.8,108,0.74,0.42,4,20,1.0958559553,-1.1368414376
157.1,14.2,120.9,0.74,3.2,4,20,1.121371066,-0.5879701541
340.2,98.1,108.2,0.75,1.597,4,20,1.1214153482,-0.920942906
310.3,473.1,36,0.75,0.715,4,20,1.1133202664,-1.0950812053
310.8,413.6,96,0.75,0.135,4,20,1.1079969699,-1.2095939191
259.2,443.3,77.5,0.76,0.444,4,20,1.1255897743,-1.1650695868
100.3,8.3,48.4,0.76,0.321,4,20,1.1244608684,-1.1893541796
148.3,2.5,7.3,0.76,0.027,4,20,1.1217625077,-1.2474002794
355.2,60.9,81.7,0.76,5.074,4,20,1.1680843651,-0.2509422334
66.6,56.8,27.5,0.76,0.066,4,20,1.1221204535,-1.2397002865
338,68.4,60.7,0.77,0.312,4,20,1.1391350378,-1.2076144042
340.2,98.1,96.2,0.78,0.308,4,20,1.1538550978,-1.2248874503
356.6,354.9,17.7,0.79,3.184,4,20,1.1950080782,-0.6735456415
220.5,518.8,120,0.79,1.206,4,20,1.1768538016,-1.0640734828
310.8,413.6,132,0.79,0.432,4,20,1.1697499542,-1.216888725
340.4,128,131.1,0.79,0.312,4,20,1.1686485825,-1.2405810106
246.4,533,128.6,0.8,0.22,4,20,1.1825609699,-1.2752283995
277.6,297.5,26.9,0.8,0.037,4,20,1.1808813781,-1.3113591351
190.6,593,84,0.8,0.173,4,20,1.1821295994,-1.284507878
310.8,413.6,84,0.81,0.622,4,20,1.2010073374,-1.2123425459
261.2,45.7,96,0.81,5.609,4,20,1.246778509,-0.2277306428
134.1,40.7,36.6,0.82,0.222,4,20,1.2120928709,-1.3078001345
273,428,63.8,0.82,0.193,4,20,1.211826706,-1.3135257702
238.2,89.8,47.7,0.82,2.613,4,20,1.2340377017,-0.8357313435
332.3,52.9,132.4,0.83,2.566,4,20,1.2483631034,-0.8614941253
338,68.4,108.7,0.83,5.89,4,20,1.2788710991,-0.2052178137
307.1,443.5,78,0.84,0.24,4,20,1.2417716213,-1.337212898
157.1,14.2,72.9,0.85,0.249,4,20,1.2566109965,-1.3519192798
273,428,27.8,0.86,0.423,4,20,1.2729647578,-1.3340487689
117.5,2.3,85.4,0.86,0.319,4,20,1.2720102357,-1.3545820831
372.7,353.3,100.1,0.87,5.352,4,20,1.3329603721,-0.3773714404
158.7,24.6,112.4,0.88,7.904,4,20,1.371139649,0.1100011972
219.7,468.3,116.3,0.88,0.054,4,20,1.2990915846,-1.4398691536
273,428,19.8,0.89,0.168,4,20,1.3148946601,-1.4338447854
157.1,14.2,60.9,0.89,0.762,4,20,1.3203464499,-1.3165679716
215.2,114,82.2,0.9,3.026,4,20,1.3558824347,-0.8860568195
157.1,14.2,54.4,0.9,1.543,4,20,1.3422713163,-1.1788539826
290.4,298,60.6,0.91,2.82,4,20,1.368748519,-0.9432118797
281.9,297.7,38.2,0.91,0.209,4,20,1.3447845068,-1.4587165276
160.4,38,83.9,0.91,2.108,4,20,1.3622137137,-1.0837861077
250.2,292.9,120,0.91,1.721,4,20,1.35866179,-1.1601937288
340.4,128,119.1,0.92,0.997,4,20,1.3667736199,-1.3196204886
340.4,128,107.1,0.92,2.022,4,20,1.3761811697,-1.1172488823
365.3,113.4,131.8,0.92,2.596,4,20,1.3814493976,-1.0039207827
250.4,443,83.7,0.92,1.089,4,20,1.3676180048,-1.3014564029
259.2,443.3,113.5,0.94,0.03,4,20,1.3874119444,-1.5435074299
250.4,443,95.2,0.94,0.101,4,20,1.3880635893,-1.5294894943
130,23,84,0.94,1.147,4,20,1.3976638792,-1.322971738
358.9,354.6,29.4,0.95,2.235,4,20,1.4224064215,-1.1246449849
261.2,45.7,84,0.97,6.271,4,20,1.4889627672,-0.3607610517
190.4,113,96,0.97,1.246,4,20,1.4428428279,-1.352875512
338,68.4,72.7,0.98,1.426,4,20,1.4592516578,-1.3338203867
190.4,113,132,0.98,1.158,4,20,1.4567919277,-1.3867331579
212.3,473.2,126.5,1,1.736,4,30,1.4916104127,-1.305581922
321.6,349.7,40.9,1,0.3,4,30,1.4784306649,-1.5890996065
204.7,115.7,123.7,1.01,14.06,4,30,1.619478057,1.1111325077
250.4,473,107.7,1.01,0.242,4,30,1.4926551076,-1.6170341811
178.7,532.6,60.6,1.01,3.713,4,30,1.5245122835,-0.9317348196
361.3,354.3,41.2,1.01,4.845,4,30,1.5349018898,-0.708237592
273,428,87.8,1.02,1.068,4,30,1.5149929884,-1.470435585
370.4,172.9,84.3,1.02,7.434,4,30,1.5734207562,-0.213559833
370.4,172.9,120.3,1.02,19.548,4,30,1.6846042277,2.1781764001
310.8,413.6,48,1.02,1.845,4,30,1.52212437,-1.3170280356
342.5,348.4,11.6,1.02,3.888,4,30,1.5408752229,-0.913666873
219.4,517.9,108,1.03,5.088,4,30,1.5666457121,-0.69322732
159.3,38,12,1.03,1.561,4,30,1.5342745627,-1.3895830814
250.4,443,107.2,1.03,0.126,4,30,1.521103993,-1.6729033303
273,428,111.8,1.04,0.02,4,30,1.534887887,-1.7103148191
257,503.4,118,1.04,0.096,4,30,1.5355854224,-1.6953097049
286.1,297.8,49.4,1.05,2.858,4,30,1.5756920997,-1.1664755675
197.5,97.9,95.4,1.06,1.985,4,30,1.5824363931,-1.3553202485
261.2,45.7,48,1.06,2.018,4,30,1.5827392703,-1.34880487
134.1,40.7,60.6,1.06,1.76,4,30,1.5803713212,-1.3997432841
370.4,172.9,96.3,1.07,5.283,4,30,1.6274625305,-0.7206605687
197.5,97.9,131.4,1.07,2.242,4,30,1.5995519364,-1.3210625734
159.3,35.9,12,1.07,1.194,4,30,1.5899332904,-1.5279752011
273,428,75.8,1.09,1.618,4,30,1.6233383484,-1.477229065
274.6,462.3,121,1.1,0.103,4,30,1.6241903032,-1.7928274741
255.5,71.8,21.8,1.11,5.439,4,30,1.6879214032,-0.7557938102
274.6,462.3,114.5,1.12,0.081,4,30,1.6535019298,-1.8301376662
219.4,517.9,120,1.12,1.876,4,30,1.6699766146,-1.4757405605
280.4,428,107.5,1.13,0.134,4,30,1.6687451413,-1.8361568766
261.2,45.7,108,1.13,5.924,4,30,1.7218863251,-0.6930040956
296.7,59.3,21.5,1.14,2.061,4,30,1.7011881073,-1.47218156
338,68.4,84.7,1.15,7.146,4,30,1.7626155048,-0.4847042601
369.3,293.5,132.2,1.15,10.882,4,30,1.7969048766,0.2529155654
335.5,348.8,21.4,1.15,2.007,4,30,1.7154492624,-1.4993263917
340.4,128,83.1,1.17,1.974,4,30,1.7446599299,-1.5388083767
157.1,14.2,84.9,1.18,6.533,4,30,1.8012596482,-0.6551822621
225.4,470,48.9,1.19,3.975,4,30,1.7925388475,-1.1767061204
134.1,40.7,48.6,1.2,3.703,4,30,1.8047991773,-1.2468919377
257.8,510.7,120,1.23,0.198,4,30,1.8169002631,-1.988354023
340.2,98.1,120.2,1.24,9.202,4,30,1.9142966242,-0.2271261621
328.6,349.3,31.1,1.25,1.76,4,30,1.8607499959,-1.712926045
338.5,60.5,64.5,1.26,6.577,4,30,1.9197176633,-0.7783615164
216.9,469.9,40.5,1.27,7.07,4,30,1.9389992377,-0.6975090128
220.8,98.1,84.2,1.27,19.232,4,30,2.0506232579,1.7037041345
250.4,443,119.2,1.31,0.031,4,30,1.9334216997,-2.1531922128
340.2,98.1,132.2,1.32,7.259,4,30,2.0145177599,-0.742610179
340.4,128,95.1,1.32,3.359,4,30,1.9787231801,-1.5126094616
340.2,98.1,84.2,1.34,2.793,4,30,2.0030419217,-1.6573246818
220.9,473.2,134.9,1.35,0.667,4,30,1.9982860591,-2.0935563119
273,428,99.8,1.35,0.098,4,30,1.9930637217,-2.2058972328
288.3,59,12.9,1.35,2.751,4,30,2.017413214,-1.682100285
209.4,120,90.9,1.36,11.567,4,30,2.1130840928,0.0420096618
203.8,473.3,118.1,1.38,6.014,4,30,2.0916316628,-1.0873174615
196.2,115.9,115.2,1.41,15.696,4,30,2.2247643186,0.7748052068
244,83.8,39.1,1.42,2.386,4,30,2.1173606149,-1.8695474428
261.2,45.7,72,1.43,18.323,4,30,2.2783887251,1.2605022197
367.8,162.2,16.7,1.44,12.521,4,30,2.2398941765,0.0984969068
250.2,292.9,132,1.44,5.018,4,30,2.1710309119,-1.3828632514
261.2,65.7,13.2,1.44,3.8,4,30,2.1598519893,-1.6233399504
220.8,98.1,96.2,1.47,11.709,4,30,2.2767118785,-0.1112708021
197.5,97.9,107.4,1.49,3.96,4,30,2.2351043467,-1.6741667523
187.8,116.1,106.7,1.5,3.155,4,30,2.2424727507,-1.8495858048
249.7,77.8,30.4,1.5,3.981,4,30,2.2500538591,-1.6865039055
221.5,469.2,128.1,1.53,1.322,4,30,2.2699196153,-2.2609353772
217.8,467.3,104.5,1.54,2.55,4,30,2.2959470912,-2.0349676243
190.4,113,120,1.54,3.95,4,30,2.3087964275,-1.7585576254
261.2,45.7,60,1.6,15.694,4,30,2.5051246372,0.4612275744
190.4,113,108,1.6,4.469,4,30,2.4021004942,-1.7549883094
220.4,458,120,1.7,0.528,4,30,2.513497336,-2.6979154882
280.4,428,119,1.77,4.625,4,30,2.6543974074,-2.0044044926
216,466.4,92.7,1.78,7.675,4,30,2.6971473768,-1.4187088697
370.4,233,132,1.94,21.45,4,30,3.0596840257,1.0372352322
220.8,98.1,108.2,2.01,6.85,4,30,3.0289812106,-1.960709307
261.2,45.7,120,2.49,40.481,4,30,4.0459748764,3.8880526191
370.4,233,120,3.18,69.854,4,30,5.333780423,8.5499839099
261.2,45.7,132,3.65,28.673,4,30,5.649385496,-0.3553314575
147.5,593.3,64,0.16,0,20,10,0.2361083577,-0.2637328513
172.7,575.6,126,0.21,0.029,20,10,0.3101583843,-0.3404237316
100,548,132,0.24,0,20,10,0.3541625366,-0.3955992769
75.4,532.2,108,0.25,0,20,10,0.3689193089,-0.4120825801
148.1,584,40.9,0.28,0.047,20,10,0.4136209966,-0.4522530112
70.7,37.8,131.9,0.28,0,20,10,0.413189626,-0.4615324898
115.4,587.1,131.2,0.3,0.399,20,10,0.4463652315,-0.4157222465
189.7,262.8,36,0.3,0.026,20,10,0.4429418012,-0.4893657676
190.6,593,60,0.31,0.134,20,10,0.4586898081,-0.4845260138
124.3,593.6,36.5,0.32,0.035,20,10,0.4725379488,-0.5205554526
108.8,593.7,18.2,0.32,0.045,20,10,0.4726297298,-0.5185810955
205.5,594.1,57.7,0.33,0.017,20,10,0.4871295154,-0.5405925987
65.9,55.5,133,0.33,0,20,10,0.4869734878,-0.5439490058
187.1,532.6,69.1,0.34,0.19,20,10,0.5034740986,-0.5229195234
193,528.6,84,0.34,1.028,20,10,0.5111653442,-0.3574683955
172.6,567.8,135.1,0.34,0.528,20,10,0.5065762955,-0.4561862523
219.5,560,120,0.34,0.252,20,10,0.5040431407,-0.5106785092
132,593.5,45.7,0.34,0.815,20,10,0.5092104095,-0.3995222025
280.4,248,115.7,0.35,0.182,20,10,0.5181574462,-0.5409823123
125,530.9,92.6,0.35,0.322,20,10,0.5194423798,-0.5133413125
90,111.2,6.2,0.36,0.049,20,10,0.5316935316,-0.5837245654
172.7,583.3,116.8,0.36,0.114,20,10,0.5322901079,-0.5708912441
108,530.6,75.6,0.36,0.132,20,10,0.5324553137,-0.5673374012
75.4,532.2,120,0.36,0.026,20,10,0.5314824354,-0.5882655869
214.1,593.1,35.3,0.37,0.337,20,10,0.549093596,-0.5433463832
102.3,38,12,0.37,0.011,20,10,0.5461015363,-0.6077104258
102.3,38.2,12,0.37,0.084,20,10,0.5467715374,-0.5932976187
250.7,593.4,132,0.37,0,20,10,0.5460005772,-0.6098822186
