x,y,z,cut,au,ug1,ug2,Ica_1,Ica_2
100.4,338,131.9,1.96,3.138,20,30,2.9211282514,-2.6111741594
100.8,82.9,107.8,1.96,34.774,20,30,3.2114865398,3.6349020722
105.7,68,60,1.96,16.737,20,30,3.0459411975,0.0737541082
190.3,412.6,12,1.96,5.197,20,30,2.9400259539,-2.2046540254
190.4,383,132,1.96,11.429,20,30,2.9972238567,-0.974234659
130.4,413,59.6,1.96,5.372,20,30,2.9416321209,-2.1701027755
273.4,368.4,12,1.97,11.248,20,30,3.0103193934,-1.0264538263
100.4,338,95.9,1.97,9.39,20,30,2.9932664885,-1.393289382
130.4,173,120,1.97,27.775,20,30,3.1620058087,2.2365662103
210.4,463.5,57.2,1.97,24.117,20,30,3.1284323285,1.5143463704
160,233,24,1.98,6.773,20,30,2.9840041801,-1.9264619473
160,458,48,1.98,25.73,20,30,3.1579933719,1.8163268731
250.4,383,106.9,1.98,2.597,20,30,2.9456764455,-2.7509534868
160,428,24,1.99,13.918,20,30,3.0643384581,-0.5322670777
130.4,472.9,84.2,1.99,10.597,20,30,3.0338579968,-1.1879510822
130.4,173.2,71.9,1.99,27.477,20,30,3.1887842804,2.1447637613
258.5,408.2,64.3,2,20.301,20,30,3.137679026,0.7114817782
255.1,413.6,86.9,2,2.221,20,30,2.9717390256,-2.8581559215
100.2,97.6,120.1,2,33.263,20,30,3.2566455241,3.2706434963
190.5,293.1,96.1,2,29.413,20,30,3.2213098492,2.5105159994
130.4,488,96,2,4.506,20,30,2.9927109781,-2.4070153162
98.7,243.3,102.2,2,2.471,20,30,2.9740335499,-2.8087969931
121.7,273,94.3,2.01,11.915,20,30,3.0754682738,-0.9606974182
220.4,428,119.7,2.01,5.407,20,30,3.0157372161,-2.2456090416
100.4,338,83.9,2.01,5.765,20,30,3.019022975,-2.1749270561
130.4,68,60,2.02,6.347,20,30,3.0391214,-2.0765027741
170.1,471.5,99.1,2.02,18.326,20,30,3.1490658284,0.2885796377
190.4,173,12,2.02,8.652,20,30,3.0602769145,-1.6214134545
108.6,351.9,121.5,2.02,14.602,20,30,3.1148865938,-0.4466709593
93.3,472.6,89.9,2.03,1.9,20,30,3.0130631734,-2.9709826951
199.9,469.7,23.5,2.03,9.843,20,30,3.0859648008,-1.402750823
100.2,128.1,96.2,2.03,22.026,20,30,3.197781561,1.0026084743
121.7,273,130.3,2.04,6.294,20,30,3.0681485056,-2.1199334733
250.4,413,106.8,2.04,0.856,20,30,3.0182380121,-3.1935888832
190.4,173,96,2.04,19.548,20,30,3.1897950081,0.4968794731
190.4,443.1,24,2.04,10.699,20,30,3.1085780245,-1.2502291555
190.4,443.1,60,2.04,11.114,20,30,3.1123869349,-1.1682933344
130.4,472.9,72.2,2.04,51.441,20,30,3.4825120675,6.7936966831
130.2,262.5,108.1,2.04,5.762,20,30,3.0632657578,-2.2249692729
130.4,68,72,2.05,17.699,20,30,3.1875814784,0.1153375357
180,112.1,62.2,2.06,8.272,20,30,3.1158163269,-1.7623722385
206.8,461.5,33.6,2.06,30.069,20,30,3.3158713152,2.5411340082
194.7,468.9,31.5,2.06,20.379,20,30,3.2269355517,0.6279819446
204.9,460.6,21.8,2.06,4.658,20,30,3.082646683,-2.475904907
174.2,471.1,87.9,2.07,18.85,20,30,3.2276590132,0.3096194355
130.4,488,84,2.07,20.104,20,30,3.2391683473,0.5572038202
160.8,473.6,76.2,2.08,16.644,20,30,3.2221689028,-0.1424070516
160.5,428,120,2.08,4.506,20,30,3.1107651569,-2.5388817418
120,134.1,107.8,2.09,41.669,20,30,3.4666075618,4.7819383749
152.2,473.7,67.9,2.09,10.096,20,30,3.1768274936,-1.4516994067
130.4,143,84.4,2.09,6.941,20,30,3.1478705964,-2.0746090827
130.4,173.2,83.9,2.1,13.879,20,30,3.2263050083,-0.7212834058
130.4,113,95.1,2.11,26.585,20,30,3.3576786858,1.7708514664
160,128,60,2.11,12.251,20,30,3.2261198381,-1.0591920506
160,128,72,2.11,22.153,20,30,3.3170013582,0.8958163843
100.4,338,107.9,2.13,3.13,20,30,3.1719199567,-2.8929697996
191.4,469.6,15.1,2.13,8.531,20,30,3.2214908606,-1.8266195111
255.1,413.6,110.9,2.13,0.38,20,30,3.1466801889,-3.4359180117
178.3,470.6,76.6,2.14,7.837,20,30,3.2298780334,-1.9801231995
250.4,413,95.3,2.15,2.7,20,30,3.1974869195,-3.0108337628
130.4,263,120,2.15,4.183,20,30,3.2110980379,-2.7180365997
220.4,428,131.7,2.16,2.762,20,30,3.2128127339,-3.0150760518
130.4,143,132.4,2.18,24.358,20,30,3.4405364694,1.2157790101
160,233,84,2.18,21.663,20,30,3.415801497,0.6836897622
220.4,368,36,2.19,27.955,20,30,3.488306858,1.9094719682
220.4,458,96,2.2,6.385,20,30,3.3050920701,-2.3656996747
160.6,187.8,108,2.2,10.416,20,30,3.3420889806,-1.5698363137
160,98,24,2.2,9.52,20,30,3.3338654054,-1.7467387129
306.6,356.8,36,2.2,8.582,20,30,3.3252563501,-1.9319334122
190.6,469.3,42.8,2.21,17.876,20,30,3.4253143594,-0.1134491943
120,134.1,83.8,2.21,22.748,20,30,3.4700300497,0.8484576018
160,458,72,2.21,14.831,20,30,3.3973670529,-0.7146409419
160.4,68,132,2.22,26.314,20,30,3.5175159173,1.5360300528
141.7,52,108.8,2.22,11.434,20,30,3.3809458285,-1.4018133637
252.2,232.2,120,2.23,20.566,20,30,3.479516986,0.3846862685
190.4,443.1,36,2.24,13.437,20,30,3.4288431022,-1.0393162361
273.4,368.4,24,2.25,27.388,20,30,3.571643511,1.6986260995
190.4,53,107.4,2.27,11.201,20,30,3.4525911936,-1.530232401
159.9,487.7,120,2.27,11.826,20,30,3.4583275044,-1.4068350801
105.7,68,48,2.27,24.439,20,30,3.5740908465,1.083421574
160,128,84,2.29,31.099,20,30,3.6647305197,2.3653768194
130.4,173,132,2.31,15.607,20,30,3.55205698,-0.7262638603
121.7,273,106.3,2.32,4.023,20,30,3.4604946724,-3.0298424684
160,458,24,2.33,11.687,20,30,3.545592383,-1.5331784635
100.3,253.2,108.3,2.33,9.484,20,30,3.5253730345,-1.9681293403
190.4,443.1,48,2.34,25.962,20,30,3.6913664953,1.2687330432
130.2,262.5,120.1,2.35,10.913,20,30,3.5680020804,-1.7189603121
100.2,128.1,108.2,2.36,24.019,20,30,3.7030469969,0.8521488455
128.9,84.9,107,2.39,41.16,20,30,3.9046390809,4.1869445006
220.4,428,95.7,2.4,9.61,20,30,3.6298268813,-2.0586355628
160.5,428,132,2.41,2.71,20,30,3.5812547818,-3.437425289
160,233,12,2.42,14.806,20,30,3.7070298199,-1.065726202
220.4,68,132,2.42,27.083,20,30,3.8197093213,1.3581920524
100.3,8.3,132.4,2.42,6.482,20,30,3.6306313374,-2.709181081
160,458,60,2.44,32.663,20,30,3.9004366494,2.4269167272
182.4,470.2,65.3,2.46,10.767,20,30,3.7289865741,-1.9291022616
130.7,53,132,2.5,10.865,20,30,3.788913117,-1.9756867745
120,134.1,95.8,2.51,27.76,20,30,3.9587338445,1.3435063015
101.7,487,120,2.51,10.463,20,30,3.7999802943,-2.0715392345
190.4,443.1,84,2.52,14.812,20,30,3.8546526121,-1.2293746198
190.4,443.1,96,2.52,18.269,20,30,3.8863812947,-0.5468393583
160.6,187.8,96,2.53,35.541,20,30,4.0596621648,2.8467869817
96.1,372.1,132,2.56,3.773,20,30,3.8123626846,-3.4748006737
220.4,398,71.7,2.57,12.347,20,30,3.9058124638,-1.7984701695
134.1,40.7,96.6,2.57,14.6,20,30,3.9264907172,-1.3536475071
130.4,113,107.1,2.58,23.266,20,30,4.0207848814,0.3408470827
160,458,84,2.58,21.097,20,30,4.0008775882,-0.0873909798
184.1,111.8,51,2.61,16.259,20,30,4.0007442702,-1.0920348712
117.1,352,130,2.62,9.302,20,30,3.9516490191,-2.4820784331
130.4,68,96,2.63,30.748,20,30,4.1632392677,1.7356445749
206.3,55.4,65.3,2.65,18.119,20,30,4.0768426207,-0.790737657
120,134.1,119.8,2.65,49.886,20,30,4.3684032398,5.4812026531
160.5,458,108,2.69,18.412,20,30,4.1385588927,-0.7988222058
190.4,443.1,120,2.69,10.047,20,30,4.0617841082,-2.450371949
130.4,143,120.4,2.7,51.454,20,30,4.4565783583,5.7083653358
203.1,459.6,10,2.74,24.928,20,30,4.2721472369,0.4052523872
160.5,458,120,2.77,31.147,20,30,4.3734961415,1.5836551797
186.5,469.8,54.1,2.77,22.507,20,30,4.2941973802,-0.1221893847
313.4,59.7,38.7,2.81,42.643,20,30,4.5380346383,3.7874429291
101.7,487,132,2.88,5.945,20,30,4.3045142275,-3.5734360066
159.9,487.7,132,2.91,30.997,20,30,4.5787142399,1.3232735778
130.4,173.2,119.9,2.95,22.987,20,30,4.5642247694,-0.3241196999
190.4,443.1,108,2.97,15.154,20,30,4.5218462774,-1.90360025
70.4,83,84,3,24.493,20,30,4.6518308458,-0.1091980315
130.4,68,120,3.12,26.711,20,30,4.8492691341,0.1309147426
105.7,68,72,3.14,32.161,20,30,4.9288033094,1.1739727746
130.4,68,108,3.34,19.746,20,30,5.1099926777,-1.6068576723
130.7,53,120,3.39,27.993,20,30,5.2594683085,-0.0610218593
134.1,40.7,108.6,3.47,14.671,20,30,5.2552518742,-2.8231268599
214.3,55.5,87.9,3.67,42.356,20,30,5.804482947,2.3132148036
105.7,68,84,3.78,24.446,20,30,5.8024277191,-1.40417516
160.5,458,132,3.79,22.571,20,30,5.7999755588,-1.790850426
210.3,55.4,76.6,3.86,29.312,20,30,5.9651425197,-0.5753194039
100.2,128.1,60.2,3.89,7.535,20,30,5.8095414104,-4.9243268459
130.7,53,108,3.99,23.865,20,30,6.106987464,-1.8650346769
134.1,40.7,120.6,4.22,24.579,20,30,6.4529463897,-2.1031815512
220.4,38,119.8,4.46,46.721,20,30,7.0103303582,1.8728407397
120,134.1,131.8,5.13,23.901,20,30,7.7895899241,-3.7370235567
121.8,116.4,132,5.29,59.236,20,30,8.3500063524,2.9756345278
220.4,38,131.8,5.68,41.692,20,30,8.764499934,-1.1310264545
110.4,83.1,119.5,5.8,52.132,20,30,9.0374005388,0.7324027558
128.9,84.9,119,6.16,26.966,20,30,9.3376683453,-4.829663325
128.9,84.9,131,6.3,59.627,20,30,9.8440289964,1.388018268
113.5,116.5,123.4,6.89,33.844,20,30,10.478039681,-4.6749816217
110.4,83.1,131,6.9,68.826,20,30,10.8138646555,2.2152312039
217.6,55.5,97.4,7.24,37.878,20,30,11.0315511583,-4.4554415658
28.1,207.1,16.1,0.14,0,28,10,0.206594813,-0.2307662449
24.4,232.7,118.2,0.17,0,28,10,0.2508651301,-0.2802161545
33.6,209.9,22.7,0.2,0.002,28,10,0.2951538033,-0.3292711927
40.1,247.3,96.1,0.21,0,28,10,0.3098922195,-0.3461493673
40.5,218,108,0.21,0,28,10,0.3098922195,-0.3461493673
28.5,232.1,107,0.22,0,28,10,0.3246489918,-0.3626326705
40.6,307.5,72.1,0.22,0,28,10,0.3246489918,-0.3626326705
10,173,95,0.22,0,28,10,0.3246489918,-0.3626326705
40.6,230.1,73.1,0.22,0.014,28,10,0.3247774852,-0.3598685705
40.4,188,135.1,0.23,0,28,10,0.3394057642,-0.3791159737
10,173,107,0.24,0.039,28,10,0.3545204824,-0.3878992841
10.2,112.7,119.5,0.24,0,28,10,0.3541625366,-0.3955992769
40.1,247.3,108.1,0.25,0,28,10,0.3689193089,-0.4120825801
55.4,233,120,0.25,0.014,28,10,0.3690478023,-0.4093184802
10.4,83,120.2,0.25,0,28,10,0.3689193089,-0.4120825801
17.1,353,131.4,0.25,0,28,10,0.3689193089,-0.4120825801
19.5,115.8,131.2,0.26,0.096,28,10,0.3845571786,-0.4096120549
10.4,353,120,0.26,0.029,28,10,0.3839422461,-0.4228402477
21.5,352.6,120.3,0.27,0,28,10,0.3984328536,-0.4450491866
53.6,241.2,132,0.27,0.03,28,10,0.3987081965,-0.4391261151
40.4,98.1,83.2,0.27,0,28,10,0.3984328536,-0.4450491866
48,217.3,40.4,0.28,0.084,28,10,0.4139605862,-0.4449478898
35.2,292,120.3,0.28,0.104,28,10,0.4141441481,-0.4409991756
45.1,292.9,132,0.28,0,28,10,0.413189626,-0.4615324898
58.6,232.7,120,0.28,0,28,10,0.413189626,-0.4615324898
36.6,230.7,84.4,0.28,0.023,28,10,0.4134007222,-0.4569914683
53.6,241.2,108,0.29,0,28,10,0.4279463983,-0.478015793
55.4,233,108,0.29,0,28,10,0.4279463983,-0.478015793
10,173,131,0.29,0.083,28,10,0.4287081804,-0.4616286287
40.4,98.1,95.2,0.3,0.026,28,10,0.4429418012,-0.4893657676
53.6,241.2,120,0.3,0.149,28,10,0.4440707072,-0.4650811749
10.4,323,108,0.3,0,28,10,0.4427031707,-0.4944990962
31.3,56,99.7,0.31,0.074,28,10,0.4581391223,-0.4963721566
26,352.2,109.1,0.31,0,28,10,0.4574599431,-0.5109823994
10.4,353,132,0.31,0.012,28,10,0.4575700802,-0.5086131708
10.2,112.7,131,0.31,0,28,10,0.4574599431,-0.5109823994
40.4,157.9,131.7,0.32,0.031,28,10,0.4725012364,-0.5213451955
10.4,83,132.2,0.32,0,28,10,0.4722167154,-0.5274657026
2.2,116,114.5,0.33,0,28,10,0.4869734878,-0.5439490058
61.5,234.9,111.5,0.33,0.007,28,10,0.4870377344,-0.5425669558
10.8,115.9,122.9,0.33,0.032,28,10,0.4872671869,-0.537631063
15.6,353.5,131.1,0.33,0.007,28,10,0.4870377344,-0.5425669558
25.9,353.3,23.6,0.33,0.092,28,10,0.4878178727,-0.5257849201
32.5,231.4,95.7,0.34,0.102,28,10,0.5026664261,-0.5402938662
40.5,218,96,0.34,0.031,28,10,0.5020147811,-0.5543118019
12.9,406.7,119.2,0.35,0,28,10,0.5164870325,-0.5769156122
7.8,298,120,0.36,0.003,28,10,0.5312713391,-0.5928066083
16.7,353.5,119.1,0.36,0,28,10,0.5312438048,-0.5933989154
40.4,98.1,107.2,0.37,0.027,28,10,0.5462483858,-0.6045514543
10.4,323,120,0.38,0,28,10,0.5607573495,-0.6263655218
21.1,353.4,71.3,0.39,0.016,28,10,0.5756609715,-0.6396898536
40.6,367.9,132,0.39,0.021,28,10,0.5757068619,-0.638702675
40.6,307.5,120.1,0.39,0.027,28,10,0.5757619305,-0.6375180608
40.5,218,132,0.39,0.02,28,10,0.5756976839,-0.6389001108
0.2,591.1,16.9,0.4,0.143,28,10,0.5915833622,-0.6310988212
4.4,406.3,110.7,0.41,0.052,28,10,0.6055049277,-0.6655487743
40.5,83,119.5,0.41,0.027,28,10,0.6052754752,-0.6704846672
10,173,119,0.41,0.148,28,10,0.606386025,-0.6465949458
6.7,384.4,125,0.41,0,28,10,0.6050276666,-0.6758154314
44.1,397.8,84,0.42,0.002,28,10,0.6198027952,-0.6919038632
40.6,307.5,84.1,0.42,0.035,28,10,0.6201056724,-0.6853884847
40.1,247.3,132.1,0.42,0.019,28,10,0.6199588228,-0.6885474561
40.4,98.1,131.2,0.42,0.027,28,10,0.6200322476,-0.6869679704
27.1,353.3,11.6,0.43,0.234,28,10,0.6366888861,-0.6625820809
40.6,367.9,108,0.43,0.019,28,10,0.6347155952,-0.7050307593
55.4,233,132,0.43,0.425,28,10,0.6384419027,-0.6248718596
59.7,263.2,120,0.43,0.014,28,10,0.6346697047,-0.7060179379
6.7,384.4,92.5,0.43,0.022,28,10,0.6347431295,-0.7044384521
20,353.4,83.3,0.44,0,28,10,0.6492979837,-0.725265341
40.4,98.1,119.2,0.44,0.016,28,10,0.6494448332,-0.7221063696
58.6,232.7,108,0.46,0.062,28,10,0.6793805704,-0.7459909332
45.1,292.9,120,0.47,0.194,28,10,0.6953488516,-0.7364127223
40.5,218,120,0.47,0.041,28,10,0.6939446027,-0.7666203864
25,472.2,22.5,0.47,0.09,28,10,0.6943943295,-0.7569460365
30.5,351.8,98,0.47,0.009,28,10,0.6936509036,-0.7729383292
28.7,292.1,12,0.48,1.204,28,10,0.7193755023,-0.5534859548
39.6,350.7,75.8,0.48,0.024,28,10,0.7085453474,-0.7864600967
40,68,120,0.48,0.091,28,10,0.70916028,-0.7732319039
6.7,384.4,101,0.48,0.046,28,10,0.7087472656,-0.7821165111
10.4,323,132,0.48,0.026,28,10,0.7085637036,-0.7860652253
6.7,384.4,113,0.49,0.016,28,10,0.723228695,-0.8045228857
40.6,367.9,120,0.49,0.051,28,10,0.7235499284,-0.7976126357
7.8,298,132,0.49,0.041,28,10,0.7234581475,-0.7995869928
25.6,421.8,48,0.5,0.105,28,20,0.738802318,-0.8034344104
18.9,353.4,95.2,0.52,0.026,28,20,0.7675907931,-0.8519984381
40.6,307.5,96.1,0.52,0.019,28,20,0.7675265464,-0.8533804881
40.6,307.5,132.1,0.52,0.149,28,20,0.768719699,-0.8277138454
22.3,353.4,59.4,0.53,0.042,28,20,0.782494415,-0.8653227699
40.1,247.3,120.1,0.53,0.046,28,20,0.7825311274,-0.8645330271
16.4,472.2,14.1,0.56,0.038,28,20,0.8267280197,-0.9155624224
40.6,307.5,36.1,0.56,0.375,28,20,0.8298210385,-0.849026587
17.8,353.4,107.2,0.58,0.028,28,20,0.8561497834,-0.950503386
10.4,383,120,0.58,0.027,28,20,0.8561406053,-0.9507008217
43.5,292,127.5,0.59,0.168,28,20,0.8721914894,-0.9393456893
22.7,56.2,91.3,0.59,0.171,28,20,0.8722190237,-0.9387533821
35,351.3,86.9,0.6,0.183,28,20,0.8870859332,-0.9528674568
23.5,353.3,47.4,0.6,0.029,28,20,0.8856725062,-0.9832725566
40.6,307.5,48.1,0.62,0.235,28,20,0.917076739,-0.9755674061
42.4,473.7,60.7,0.62,0,28,20,0.9149198861,-1.0219647988
36.4,292.3,21.2,0.63,1.64,28,20,0.9447287381,-0.7146535319
42.4,473.7,84.7,0.63,0,28,20,0.9296766585,-1.038448102
6.8,419,29.2,0.64,0.231,28,20,0.9465535713,-1.0093237553
13.9,418.8,22.2,0.67,0.366,28,20,0.9920629315,-1.0321198436
52.5,292.1,135.4,0.67,0.061,28,20,0.9892636118,-1.0923377363
40.6,307.5,108.1,0.68,0.203,28,20,1.005323674,-1.0807851681
10.4,383,132,0.68,0.34,28,20,1.0065810733,-1.0537364754
40.6,307.5,60.1,0.7,1.409,28,20,1.0459060041,-0.8756443041
42.4,473.7,48.7,0.72,0.035,28,20,1.0628088431,-1.1798875808
58.6,232.7,84,0.73,0.334,28,20,1.0803098665,-1.1373376057
32,343.4,120,0.75,0.103,28,20,1.1077032708,-1.2159118619
22.4,418.5,13.8,0.81,0.07,28,20,1.1959410277,-1.3213270597
32,343.4,96,0.82,0.026,28,20,1.2102939638,-1.3464975343
32,343.4,108,0.82,0.163,28,20,1.2115513631,-1.3194488416
25.6,421.8,60,0.96,0.142,28,20,1.4179534361,-1.5543612364
58.6,232.7,96,0.99,1.116,28,20,1.47116322,-1.4115087611
15.5,56.3,84.4,1.03,0.03,28,30,1.5202228956,-1.6918571588
54.8,371.2,115.2,1.05,0.745,28,30,1.55629878,-1.5836572301
52.3,370,126.9,1.2,0.534,28,30,1.7757137868,-1.8725657137
48.6,55.8,116.3,1.2,2.084,28,30,1.7899398377,-1.5665403578
32,343.4,132,1.26,0.395,28,30,1.8629786654,-1.9989090971
3,538.6,72,0.24,0.07,29,10,0.3548050034,-0.381778777
3,538.6,84,0.33,0,29,10,0.4869734878,-0.5439490058
17.3,472.6,101.3,0.38,0,29,10,0.5607573495,-0.6263655218
23.3,472.6,107.3,0.39,0.01,29,10,0.5756059029,-0.6408744679
3,538.6,120,0.42,0.219,29,10,0.6217944423,-0.6490603134
48.9,472.8,132.6,0.46,0.018,29,10,0.6789767342,-0.7546781046
44.1,397.8,120,0.48,0.027,29,10,0.7085728817,-0.7858677896
21.4,407,127.6,0.5,0,29,20,0.7378386178,-0.8241651603
25.6,421.8,108,0.5,0.097,29,20,0.7387288933,-0.8050138961
3,538.6,108,0.5,0.069,29,20,0.7384719065,-0.8105420961
5.6,592.7,106,0.51,0.059,29,20,0.7531368979,-0.8289997564
25.6,421.8,84,0.53,0.021,29,20,0.7823016749,-0.8694689199
3,538.6,132,0.54,0.122,29,20,0.7979854351,-0.8660112161
33.4,535.8,82.4,0.54,0.169,29,20,0.7984168057,-0.8567317375
42.4,473.7,72.7,0.54,0,29,20,0.7968657073,-0.8900983731
44.9,473.4,121.1,0.55,0.013,29,20,0.8117417949,-0.904015012
44.1,397.8,96,0.56,0.079,29,20,0.8271043217,-0.9074675582
44.1,397.8,72,0.57,0.21,29,20,0.8430634248,-0.8980867829
42.4,473.7,108.7,0.59,0.011,29,20,0.8707505281,-0.9703430963
40.4,398,120,0.6,0.089,29,20,0.8862231921,-0.9714264138
25.6,421.8,72,0.62,0.091,29,20,0.915755093,-1.0039981488
25.6,421.8,120,0.62,0.002,29,20,0.9149382423,-1.0215699273
44.1,397.8,108,0.68,0.049,29,20,1.003910247,-1.111190268
3,538.6,96,0.68,0.228,29,20,1.0055531264,-1.0758492753
31.8,472.7,115.7,0.69,0.001,29,20,1.0182264707,-1.1371504855
25.6,421.8,96,0.71,0.037,29,20,1.0480704269,-1.1630094062
40.4,398,132,0.71,0.429,29,20,1.0516682411,-1.0856146065
42.4,473.7,96.7,0.71,0.029,29,20,1.0479970021,-1.1645888919
25.6,421.8,132,0.97,0.208,29,20,1.4333159628,-1.5578137825
48.9,473.3,109.8,0.99,0.133,29,20,1.4621411502,-1.6055880675
70.4,413,132,1.03,0.356,29,30,1.5232149554,-1.6274931162
52.9,473.1,98.4,1.03,0.253,29,30,1.5222696114,-1.6478289947
70.5,413,131.7,1.08,0.111,29,30,1.5947501833,-1.758281382
40.4,188,79.6,0.18,0,31,10,0.2656219024,-0.2966994577
40.4,188,87.1,0.18,0.003,31,10,0.2656494367,-0.2961071506
40.4,157.9,119.7,0.18,0.008,31,10,0.2656953272,-0.295119972
40.4,157.9,107.7,0.19,0,31,10,0.2803786748,-0.3131827609
40.4,188,99.1,0.23,0,31,10,0.3394057642,-0.3791159737
40,128,72,0.24,0,31,10,0.3541625366,-0.3955992769
159.3,38,60,0.26,0.014,31,10,0.3838045746,-0.4258017834
159.3,35.9,60,0.26,0.011,31,10,0.3837770403,-0.4263940905
40.8,213.6,31.6,0.28,0.028,31,10,0.4134466127,-0.4560042898
40,128,108,0.28,0,31,10,0.413189626,-0.4615324898
40.4,188,123.1,0.28,0,31,10,0.413189626,-0.4615324898
30.8,160.5,11.1,0.29,0.003,31,10,0.4279739326,-0.4774234858
10,173,71,0.29,0.397,31,10,0.431590103,-0.3996338147
159.3,38,48,0.32,0,31,10,0.4722167154,-0.5274657026
40.4,157.9,83.7,0.32,0.077,31,10,0.4729234289,-0.5122631526
44.5,351.6,56.9,0.33,0.027,31,10,0.4872212964,-0.5386182415
159.3,38,72,0.33,0.017,31,10,0.4871295154,-0.5405925987
159.3,35.9,48,0.33,0,31,10,0.4869734878,-0.5439490058
10,173,59,0.35,0.04,31,10,0.5168541564,-0.5690181837
40.4,188,111.1,0.35,0,31,10,0.5164870325,-0.5769156122
10.4,23,132.4,0.37,0.033,31,10,0.5463034544,-0.6033668401
48.7,228.7,50.6,0.38,0.038,31,10,0.5611061172,-0.6188629647
47.5,178.5,108.6,0.38,0.008,31,10,0.5608307743,-0.6247860361
48.8,113.1,118.9,0.38,0.074,31,10,0.5614365288,-0.611755279
160.3,8.1,132,0.38,0.601,31,10,0.5662733861,-0.507706658
42.6,178.6,103.6,0.39,0.015,31,10,0.5756517934,-0.6398872893
40.4,98.1,71.7,0.39,0,31,10,0.5755141219,-0.642848825
280.8,397.9,115,0.4,0,31,10,0.5902708943,-0.6593321282
40.4,157.9,71.7,0.4,0.026,31,10,0.5905095248,-0.6541987997
43.8,137.9,132,0.41,0.12,31,10,0.6061290383,-0.6521231458
44.7,229.4,61.9,0.41,0.035,31,10,0.6053489,-0.6689051815
70.5,173.3,74,0.42,0.027,31,10,0.6200322476,-0.6869679704
40.5,143,120,0.42,0.567,31,10,0.6249884202,-0.5803526851
40,128,120,0.42,0.08,31,10,0.6205186868,-0.6765038776
73.1,178.1,133.9,0.43,0.09,31,10,0.6353672401,-0.6910128236
5.7,160,36.9,0.44,0.058,31,10,0.6498303133,-0.7138140697
40,8,120,0.44,0.085,31,10,0.650078122,-0.7084833054
70.4,233,96.5,0.46,0.019,31,10,0.6789859123,-0.7544806689
280.8,397.9,122,0.47,0.029,31,10,0.6938344656,-0.768989615
51.6,65.7,132,0.48,0.36,31,10,0.7116291882,-0.720121697
40.5,143,132,0.5,0.33,31,20,0.74086739,-0.7590113748
56.1,178.3,117,0.51,0.044,31,20,0.7529992265,-0.8319612921
70.4,113,94.7,0.51,0.768,31,20,0.759644169,-0.6890178355
64.6,178.2,125.5,0.52,0,31,20,0.7673521625,-0.8571317667
40.4,157.9,95.7,0.54,0.05,31,20,0.7973246121,-0.8802265874
40,128,84,0.54,0.123,31,20,0.7979946132,-0.8658137803
66.9,234.8,118,0.55,0.05,31,20,0.8120813845,-0.8967098906
22.4,160.4,19.7,0.55,0.091,31,20,0.8124576865,-0.8886150264
70.5,413,119.7,0.56,0.01,31,20,0.8264710329,-0.9210906224
40,8,108,0.57,0.255,31,20,0.8434764392,-0.8892021758
60.9,226.7,16.8,0.58,0.149,31,20,0.8572603332,-0.9266136646
47.5,289.2,40.1,0.59,0.29,31,20,0.8733112173,-0.9152585322
10,173,35,0.6,0.602,31,20,0.890931556,-0.8701418928
24.7,353.3,35.5,0.62,1.3,31,20,0.9268514127,-0.7652983712
40.4,533,132,0.62,0.356,31,20,0.9181872888,-0.9516776848
10,173,11,0.62,0.146,31,20,0.9162598883,-0.9931391846
14.2,592.7,114.4,0.62,0.059,31,20,0.9154613938,-1.0103160917
44.1,292.4,30.4,0.62,3.268,31,20,0.9449139083,-0.3767448871
42.1,472.3,39.3,0.63,0.245,31,20,0.9319252923,-0.9900763522
70.4,383,132,0.63,0,31,20,0.9296766585,-1.038448102
70.5,173.3,134,0.63,0.093,31,20,0.9305302215,-1.0200865806
159.3,38,36,0.64,0.116,31,20,0.9454980901,-1.0320288624
159.3,35.9,36,0.64,0.064,31,20,0.945020829,-1.0422955195
34.6,591.5,50.3,0.64,0.148,31,20,0.9457917892,-1.0257109196
10,173,47,0.65,0.089,31,20,0.9600070538,-1.0538429299
10.1,52.9,131.5,0.65,0.161,31,20,0.9606678769,-1.0396275585
70.4,233,120.5,0.65,0.09,31,20,0.9600162319,-1.0536454942
47.8,535.6,97,0.67,0.086,31,20,0.9894930643,-1.0874018434
159.3,19.3,123.1,0.67,2.747,31,20,1.0139159814,-0.5620254099
10,173,83,0.68,0.503,31,20,1.0080771032,-1.0215544541
54.2,57.3,61.2,0.69,3.196,31,20,1.0475504918,-0.5063433809
59.7,263.2,108,0.69,0.336,31,20,1.0213011333,-1.0710095215
8.8,591.2,25.2,0.7,0.508,31,20,1.0376365384,-1.0535338819
50.6,472.4,47.8,0.7,0.184,31,20,1.0346628349,-1.1175030531
40,8,96,0.7,0.338,31,20,1.0360762619,-1.0870979532
160.4,38,119.4,0.71,0.569,31,20,1.0529531747,-1.0579736066
40,128,96,0.71,0.223,31,20,1.049777553,-1.1262863635
59.7,263.2,96,0.71,0.201,31,20,1.0495756349,-1.1306299492
50.6,495.2,123.4,0.71,0.326,31,20,1.0507228971,-1.105950485
42.4,473.7,36.7,0.72,0.311,31,20,1.065341998,-1.1253953239
70.4,233,108.5,0.72,0.271,31,20,1.0649748741,-1.1332927525
48.7,494.2,135.2,0.73,0.448,31,20,1.0813561696,-1.1148299344
70.4,203,109,0.73,0.041,31,20,1.077620684,-1.1951862698
58.3,57.1,50,0.74,1.634,31,20,1.1069981655,-0.8971544814
